"","Price"
"2018-09-20",16950
"2018-09-21",17050
"2018-09-27",16750
"2018-09-28",16550
"2018-10-01",16600
"2018-10-02",16200
"2018-10-04",15700
"2018-10-05",15500
"2018-10-08",15250
"2018-10-10",14950
"2018-10-11",14300
"2018-10-12",14950
"2018-10-15",15000
"2018-10-16",15050
"2018-10-17",15050
"2018-10-18",15000
"2018-10-19",14800
"2018-10-22",14850
"2018-10-23",14400
"2018-10-24",14000
"2018-10-25",14000
"2018-10-26",13500
"2018-10-29",13050
"2018-10-30",13700
"2018-10-31",14250
"2018-11-01",14000
"2018-11-02",14600
"2018-11-05",14750
"2018-11-06",14400
"2018-11-07",14600
"2018-11-08",15050
"2018-11-09",14850
"2018-11-12",14500
"2018-11-13",14600
"2018-11-14",14150
"2018-11-15",14200
"2018-11-16",14400
"2018-11-19",14400
"2018-11-20",13900
"2018-11-21",14200
"2018-11-22",14100
"2018-11-23",13950
"2018-11-26",14200
"2018-11-27",14450
"2018-11-28",14450
"2018-11-29",14450
"2018-11-30",14500
"2018-12-03",14500
"2018-12-04",14600
"2018-12-05",14800
"2018-12-06",14400
"2018-12-07",14550
"2018-12-10",14100
"2018-12-11",13900
"2018-12-12",14000
"2018-12-13",13950
"2018-12-14",13500
"2018-12-17",13600
"2018-12-18",13650
"2018-12-19",14050
"2018-12-20",13500
"2018-12-21",13550
"2018-12-24",13800
"2018-12-26",13650
"2018-12-27",13700
"2018-12-28",13900
"2019-01-02",13950
"2019-01-03",13850
"2019-01-04",13950
"2019-01-07",13950
"2019-01-08",14000
"2019-01-09",14400
"2019-01-10",14250
"2019-01-11",14400
"2019-01-14",14450
"2019-01-15",14700
"2019-01-16",14600
"2019-01-17",13950
"2019-01-18",14100
"2019-01-21",14700
"2019-01-22",14750
"2019-01-23",14900
"2019-01-24",15200
"2019-01-25",15200
"2019-01-28",14950
"2019-01-29",14700
"2019-01-30",14550
"2019-01-31",14550
"2019-02-01",14450
"2019-02-07",14700
"2019-02-08",14600
"2019-02-11",14500
"2019-02-12",14250
"2019-02-13",14300
"2019-02-14",14500
"2019-02-15",14600
"2019-02-18",14650
"2019-02-19",14650
"2019-02-20",14700
"2019-02-21",14450
"2019-02-22",14600
"2019-02-25",14500
"2019-02-26",14350
"2019-02-27",14300
"2019-02-28",14300
"2019-03-04",14450
"2019-03-05",14150
"2019-03-06",14200
"2019-03-07",14150
"2019-03-08",14250
"2019-03-11",14400
"2019-03-12",14300
"2019-03-13",14400
"2019-03-14",14600
"2019-03-15",14500
"2019-03-18",15300
"2019-03-19",15600
"2019-03-20",15550
"2019-03-21",15100
"2019-03-22",15250
"2019-03-25",14850
"2019-03-26",15200
"2019-03-27",15100
"2019-03-28",15150
"2019-03-29",15450
"2019-04-01",15550
"2019-04-02",15700
"2019-04-03",15500
"2019-04-04",15500
"2019-04-05",15400
"2019-04-08",15550
"2019-04-09",15650
"2019-04-10",15550
"2019-04-11",15550
"2019-04-12",15350
"2019-04-15",15250
"2019-04-16",15300
"2019-04-17",15250
"2019-04-18",15050
"2019-04-19",15150
"2019-04-22",15100
"2019-04-23",15300
"2019-04-24",15450
"2019-04-25",15300
"2019-04-26",15050
"2019-04-29",15000
"2019-04-30",15300
"2019-05-02",15500
"2019-05-03",15550
"2019-05-07",15400
"2019-05-08",15500
"2019-05-09",14900
"2019-05-10",15100
"2019-05-13",14800
"2019-05-14",14850
"2019-05-15",15100
"2019-05-16",15050
"2019-05-17",14950
"2019-05-20",14700
"2019-05-21",14700
"2019-05-22",14700
"2019-05-23",15000
"2019-05-24",14850
"2019-05-27",14800
"2019-05-28",14900
"2019-05-29",14650
"2019-05-30",14350
"2019-05-31",14350
"2019-06-03",13600
"2019-06-04",13400
"2019-06-05",14050
"2019-06-07",14200
"2019-06-10",14350
"2019-06-11",14450
"2019-06-12",14300
"2019-06-13",14500
"2019-06-14",14450
"2019-06-17",14350
"2019-06-18",14300
"2019-06-19",14450
"2019-06-20",14650
"2019-06-21",14500
"2019-06-24",14400
"2019-06-25",14100
"2019-06-26",14100
"2019-06-27",14000
"2019-06-28",14000
"2019-07-01",13950
"2019-07-02",13950
"2019-07-03",13900
"2019-07-04",13850
"2019-07-05",13700
"2019-07-08",13300
"2019-07-09",13300
"2019-07-10",13500
"2019-07-11",13800
"2019-07-12",13700
"2019-07-15",13650
"2019-07-16",13550
"2019-07-17",13200
"2019-07-18",13250
"2019-07-19",13400
"2019-07-22",13400
"2019-07-23",13150
"2019-07-24",12950
"2019-07-25",12950
"2019-07-26",12850
"2019-07-29",12550
"2019-07-30",12800
"2019-07-31",12900
"2019-08-01",12650
"2019-08-02",12700
"2019-08-05",12150
"2019-08-06",11750
"2019-08-07",12200
"2019-08-08",12650
"2019-08-09",12450
"2019-08-12",12750
"2019-08-13",12750
"2019-08-14",12850
"2019-08-16",12750
"2019-08-19",12750
"2019-08-20",12850
"2019-08-21",13050
"2019-08-22",12950
"2019-08-23",12800
"2019-08-26",12450
"2019-08-27",12100
"2019-08-28",12100
"2019-08-29",12100
"2019-08-30",12400
"2019-09-02",12400
"2019-09-03",12400
"2019-09-04",12650
"2019-09-05",12900
"2019-09-06",12650
"2019-09-09",12950
"2019-09-10",13100
"2019-09-11",13050
"2019-09-16",13000
"2019-09-17",12900
"2019-09-18",12800
"2019-09-19",12950
"2019-09-20",12950
"2019-09-23",12900
"2019-09-24",12900
"2019-09-25",12750
"2019-09-26",12700
"2019-09-27",12500
"2019-09-30",12550
"2019-10-01",12600
"2019-10-02",12500
"2019-10-04",12200
"2019-10-07",12200
"2019-10-08",12400
"2019-10-10",12450
"2019-10-11",12450
"2019-10-14",12550
"2019-10-15",12600
"2019-10-16",12600
"2019-10-17",12600
"2019-10-18",12550
"2019-10-21",12450
"2019-10-22",12400
"2019-10-23",12350
"2019-10-24",12550
"2019-10-25",12850
"2019-10-28",12800
"2019-10-29",12700
"2019-10-30",12450
"2019-10-31",12350
"2019-11-01",12850
"2019-11-04",12800
"2019-11-05",12750
"2019-11-06",12800
"2019-11-07",12950
"2019-11-08",13100
"2019-11-11",12950
"2019-11-12",12900
"2019-11-13",13400
"2019-11-14",13300
"2019-11-15",13500
"2019-11-18",13300
"2019-11-19",13000
"2019-11-20",12850
"2019-11-21",12650
"2019-11-22",12800
"2019-11-25",12950
"2019-11-26",12750
"2019-11-27",12600
"2019-11-28",12450
"2019-11-29",12650
"2019-12-02",12550
"2019-12-03",12500
"2019-12-04",12400
"2019-12-05",12200
"2019-12-06",12500
"2019-12-09",12450
"2019-12-10",12500
"2019-12-11",12400
"2019-12-12",12400
"2019-12-13",12500
"2019-12-16",12650
"2019-12-17",12700
"2019-12-18",13100
"2019-12-19",12950
"2019-12-20",13050
"2019-12-23",12850
"2019-12-24",12700
"2019-12-26",12950
"2019-12-27",12750
"2019-12-30",12850
"2020-01-02",12850
"2020-01-03",12900
"2020-01-06",12650
"2020-01-07",12700
"2020-01-08",12400
"2020-01-09",12800
"2020-01-10",13050
"2020-01-13",13000
"2020-01-14",13000
"2020-01-15",12900
"2020-01-16",13100
"2020-01-17",13000
"2020-01-20",12850
"2020-01-21",12800
"2020-01-22",12900
"2020-01-23",12900
"2020-01-28",12500
"2020-01-29",12500
"2020-01-30",12300
"2020-01-31",12000
"2020-02-03",11850
"2020-02-04",12050
"2020-02-05",11950
"2020-02-06",12050
"2020-02-07",11900
"2020-02-10",11600
"2020-02-11",11550
"2020-02-12",11700
"2020-02-13",12000
"2020-02-14",11850
"2020-02-17",11850
"2020-02-18",11750
"2020-02-19",11550
"2020-02-20",11450
"2020-02-21",11200
"2020-02-24",10750
"2020-02-25",10950
"2020-02-26",10800
"2020-02-27",10450
"2020-02-28",10100
"2020-03-02",10100
"2020-03-03",10200
"2020-03-04",10250
"2020-03-05",10450
"2020-03-06",10300
