"","Price"
"2018-09-20",4102
"2018-09-21",4243
"2018-09-27",4022
"2018-09-28",3882
"2018-10-01",3774
"2018-10-02",3514
"2018-10-04",3278
"2018-10-05",3162
"2018-10-08",3162
"2018-10-10",2878
"2018-10-11",2750
"2018-10-12",2674
"2018-10-15",3474
"2018-10-16",3838
"2018-10-17",3754
"2018-10-18",3342
"2018-10-19",3342
"2018-10-22",3342
"2018-10-23",3342
"2018-10-24",3342
"2018-10-25",3342
"2018-10-26",3342
"2018-10-29",3342
"2018-10-30",3342
"2018-10-31",3342
"2018-11-01",3342
"2018-11-02",3342
"2018-11-05",3342
"2018-11-06",3342
"2018-11-07",3342
"2018-11-08",3342
"2018-11-09",3342
"2018-11-12",3342
"2018-11-13",3342
"2018-11-14",3342
"2018-11-15",3342
"2018-11-16",3342
"2018-11-19",3342
"2018-11-20",3342
"2018-11-21",3342
"2018-11-22",3342
"2018-11-23",3342
"2018-11-26",3342
"2018-11-27",3342
"2018-11-28",3342
"2018-11-29",3342
"2018-11-30",2867
"2018-12-03",2744
"2018-12-04",2699
"2018-12-05",2679
"2018-12-06",2380
"2018-12-07",2425
"2018-12-10",2367
"2018-12-11",2244
"2018-12-12",2236
"2018-12-13",2265
"2018-12-14",2437
"2018-12-17",2691
"2018-12-18",2793
"2018-12-19",2576
"2018-12-20",2560
"2018-12-21",2593
"2018-12-24",1823
"2018-12-26",1843
"2018-12-27",1704
"2018-12-28",1749
"2019-01-02",1937
"2019-01-03",2007
"2019-01-04",1720
"2019-01-07",1855
"2019-01-08",1945
"2019-01-09",1843
"2019-01-10",1761
"2019-01-11",1667
"2019-01-14",1581
"2019-01-15",1569
"2019-01-16",1585
"2019-01-17",1585
"2019-01-18",1585
"2019-01-21",1585
"2019-01-22",1585
"2019-01-23",1585
"2019-01-24",1585
"2019-01-25",1585
"2019-01-28",1585
"2019-01-29",1585
"2019-01-30",1585
"2019-01-31",1585
"2019-02-01",1585
"2019-02-07",1585
"2019-02-08",1585
"2019-02-11",1585
"2019-02-12",1585
"2019-02-13",1585
"2019-02-14",1585
"2019-02-15",1585
"2019-02-18",1585
"2019-02-19",1585
"2019-02-20",1585
"2019-02-21",1585
"2019-02-22",1585
"2019-02-25",1585
"2019-02-26",1585
"2019-02-27",1585
"2019-02-28",1585
"2019-03-04",1585
"2019-03-05",1585
"2019-03-06",1585
"2019-03-07",1585
"2019-03-08",1585
"2019-03-11",1585
"2019-03-12",1585
"2019-03-13",1585
"2019-03-14",1585
"2019-03-15",1585
"2019-03-18",1585
"2019-03-19",1585
"2019-03-20",1585
"2019-03-21",1585
"2019-03-22",1585
"2019-03-25",1585
"2019-03-26",1585
"2019-03-27",1585
"2019-03-28",1585
"2019-03-29",1585
"2019-04-01",1585
"2019-04-02",1585
"2019-04-03",1585
"2019-04-04",1585
"2019-04-05",1585
"2019-04-08",1585
"2019-04-09",1585
"2019-04-10",1585
"2019-04-11",1585
"2019-04-12",1585
"2019-04-15",1585
"2019-04-16",1585
"2019-04-17",1585
"2019-04-18",1585
"2019-04-19",1585
"2019-04-22",1585
"2019-04-23",1585
"2019-04-24",1585
"2019-04-25",1585
"2019-04-26",1585
"2019-04-29",1585
"2019-04-30",1585
"2019-05-02",1585
"2019-05-03",1585
"2019-05-07",1585
"2019-05-08",1585
"2019-05-09",1585
"2019-05-10",1585
"2019-05-13",1585
"2019-05-14",1585
"2019-05-15",1585
"2019-05-16",1585
"2019-05-17",1585
"2019-05-20",1585
"2019-05-21",1585
"2019-05-22",1585
"2019-05-23",1585
"2019-05-24",1585
"2019-05-27",1585
"2019-05-28",1585
"2019-05-29",1585
"2019-05-30",1585
"2019-05-31",1585
"2019-06-03",1585
"2019-06-04",1585
"2019-06-05",1585
"2019-06-07",1585
"2019-06-10",1585
"2019-06-11",1585
"2019-06-12",1585
"2019-06-13",1585
"2019-06-14",1585
"2019-06-17",1585
"2019-06-18",1585
"2019-06-19",1585
"2019-06-20",1585
"2019-06-21",1585
"2019-06-24",1585
"2019-06-25",1585
"2019-06-26",1585
"2019-06-27",1585
"2019-06-28",1585
"2019-07-01",1585
"2019-07-02",1585
"2019-07-03",1585
"2019-07-04",1585
"2019-07-05",1585
"2019-07-08",1585
"2019-07-09",1585
"2019-07-10",1585
"2019-07-11",1585
"2019-07-12",1585
"2019-07-15",1585
"2019-07-16",1585
"2019-07-17",1585
"2019-07-18",1585
"2019-07-19",1585
"2019-07-22",1585
"2019-07-23",1585
"2019-07-24",1585
"2019-07-25",1585
"2019-07-26",1585
"2019-07-29",1585
"2019-07-30",1585
"2019-07-31",1585
"2019-08-01",1585
"2019-08-02",1585
"2019-08-05",1585
"2019-08-06",1585
"2019-08-07",1585
"2019-08-08",1585
"2019-08-09",1585
"2019-08-12",1585
"2019-08-13",1585
"2019-08-14",1585
"2019-08-16",1585
"2019-08-19",1585
"2019-08-20",1585
"2019-08-21",1585
"2019-08-22",1585
"2019-08-23",1585
"2019-08-26",1585
"2019-08-27",1585
"2019-08-28",1585
"2019-08-29",1585
"2019-08-30",1585
"2019-09-02",1585
"2019-09-03",1585
"2019-09-04",1585
"2019-09-05",1585
"2019-09-06",1585
"2019-09-09",1585
"2019-09-10",1585
"2019-09-11",1585
"2019-09-16",1585
"2019-09-17",1585
"2019-09-18",1585
"2019-09-19",1585
"2019-09-20",1585
"2019-09-23",1585
"2019-09-24",1585
"2019-09-25",1585
"2019-09-26",1585
"2019-09-27",1585
"2019-09-30",1585
"2019-10-01",1585
"2019-10-02",1585
"2019-10-04",1585
"2019-10-07",1585
"2019-10-08",1585
"2019-10-10",1585
"2019-10-11",1585
"2019-10-14",1585
"2019-10-15",1585
"2019-10-16",1585
"2019-10-17",1585
"2019-10-18",1585
"2019-10-21",1585
"2019-10-22",1585
"2019-10-23",1585
"2019-10-24",1585
"2019-10-25",1585
"2019-10-28",1585
"2019-10-29",1585
"2019-10-30",1585
"2019-10-31",1585
"2019-11-01",1585
"2019-11-04",1585
"2019-11-05",1585
"2019-11-06",1585
"2019-11-07",1585
"2019-11-08",1585
"2019-11-11",1585
"2019-11-12",1585
"2019-11-13",1585
"2019-11-14",1585
"2019-11-15",1585
"2019-11-18",1585
"2019-11-19",1585
"2019-11-20",1585
"2019-11-21",1585
"2019-11-22",1585
"2019-11-25",1585
"2019-11-26",1585
"2019-11-27",1585
"2019-11-28",1585
"2019-11-29",1585
"2019-12-02",1585
"2019-12-03",1585
"2019-12-04",1585
"2019-12-05",1585
"2019-12-06",1585
"2019-12-09",1585
"2019-12-10",1585
"2019-12-11",1585
"2019-12-12",1585
"2019-12-13",1585
"2019-12-16",1585
"2019-12-17",1585
"2019-12-18",1585
"2019-12-19",1585
"2019-12-20",1585
"2019-12-23",1585
"2019-12-24",1585
"2019-12-26",1585
"2019-12-27",1585
"2019-12-30",1585
"2020-01-02",1585
"2020-01-03",1585
"2020-01-06",1585
"2020-01-07",1585
"2020-01-08",1585
"2020-01-09",1585
"2020-01-10",1585
"2020-01-13",1585
"2020-01-14",1585
"2020-01-15",1585
"2020-01-16",1585
"2020-01-17",1585
"2020-01-20",1585
"2020-01-21",1585
"2020-01-22",1585
